作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
045045,鰹釣り,かつおつり,かつおつり,,,,「おとぎの世界」文光堂、1920（大正9）年3月,NDC K911,新字旧仮名,なし,2011-03-03,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45045.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45045_ruby_41728.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45045_42121.html,2011-01-22,ShiftJIS,JIS X 0208,0
045050,時雨,しぐれ,しくれ,,,,,NDC K911,新字旧仮名,なし,2011-03-16,2014-09-16,https://www.aozora.gr.jp/cards/000136/card45050.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,春の海のうた,教文館,1941（昭和16）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45050_ruby_41972.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45050_42128.html,2011-01-22,ShiftJIS,JIS X 0208,0
045043,田圃にて,たんぼにて,たんほにて,,,,,NDC K911,新字旧仮名,なし,2011-03-03,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45043.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45043_ruby_42310.zip,2011-02-14,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45043_42122.html,2011-02-14,ShiftJIS,JIS X 0208,0
000828,ちるちる・みちる,ちるちる・みちる,ちるちるみちる,,,,,NDC K913,旧字旧仮名,なし,1999-11-11,2014-09-17,https://www.aozora.gr.jp/cards/000136/card828.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,ちるちる・みちる　山村暮鳥童話集,名著復刻　日本児童文学館、ほるぷ出版,1974（昭和49）年5月,,,ちるちる・みちる　山村暮鳥童話集,落陽堂,1920（大正9）年8月22日,,,,,,,,,橋本山吹,トム猫,https://www.aozora.gr.jp/cards/000136/files/828_ruby.zip,1999-11-11,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/828_2741.html,2003-08-10,ShiftJIS,JIS X 0208,1
045048,燕,つばめ,つはめ,,,,,NDC K911,新字旧仮名,なし,2011-03-16,2014-09-16,https://www.aozora.gr.jp/cards/000136/card45048.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,春の海のうた,教文館,1941（昭和16）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45048_ruby_41973.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45048_42129.html,2011-01-22,ShiftJIS,JIS X 0208,0
045052,手ぶくろ,てぶくろ,てふくろ,,,,,NDC K911,新字旧仮名,なし,2011-03-16,2014-09-16,https://www.aozora.gr.jp/cards/000136/card45052.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,春の海のうた,教文館,1941（昭和16）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45052_ruby_41974.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45052_42130.html,2011-01-22,ShiftJIS,JIS X 0208,0
045042,鳶,とんび,とんひ,,,,,NDC K911,新字旧仮名,なし,2011-03-08,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45042.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45042_txt_41731.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45042_42123.html,2011-01-22,ShiftJIS,JIS X 0208,0
045035,渚,なぎさ,なきさ,,,,,NDC K911,新字旧仮名,なし,2011-02-27,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45035.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45035_ruby_41661.zip,2011-01-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45035_42038.html,2011-01-10,ShiftJIS,JIS X 0208,0
045049,鶏,にわとり,にわとり,,,,,NDC K911,新字旧仮名,なし,2011-03-16,2014-09-16,https://www.aozora.gr.jp/cards/000136/card45049.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,春の海のうた,教文館,1941（昭和16）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45049_ruby_41975.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45049_42131.html,2011-01-22,ShiftJIS,JIS X 0208,0
045041,春,はる,はる,,,,「おとぎの世界」文光堂、1921（大正10）年7月,NDC K911,新字旧仮名,なし,2011-03-08,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45041.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45041_ruby_41732.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45041_42124.html,2011-01-22,ShiftJIS,JIS X 0208,0
045046,春の海のうた,はるのうみのうた,はるのうみのうた,,,,,NDC K911,新字旧仮名,なし,2011-03-19,2014-09-16,https://www.aozora.gr.jp/cards/000136/card45046.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,春の海のうた,教文館,1941（昭和16）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45046_txt_41976.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45046_42132.html,2011-01-22,ShiftJIS,JIS X 0208,0
045040,鶸,ひわ,ひわ,,,,「おとぎの世界」文光堂、1920（大正9）年9月,NDC K911,新字旧仮名,なし,2011-03-08,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45040.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45040_txt_41733.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45040_42125.html,2011-01-22,ShiftJIS,JIS X 0208,0
052348,風景,ふうけい,ふうけい,純銀もざいく,じゅんぎんもざいく,,「聖三稜玻璃」1915（大正4）年,NDC K911,新字旧仮名,なし,2011-02-27,2014-09-21,https://www.aozora.gr.jp/cards/000136/card52348.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,花の名随筆3　三月の花,作品社,1999（平成11）年2月10日,1999（平成11）年2月10日初版第1刷,1999（平成11）年2月10日初版第1刷,山村暮鳥全集　第一巻,彌生書房,1961（昭和36）年12月,,,,,,,,,岡村和彦,noriko saito,https://www.aozora.gr.jp/cards/000136/files/52348_txt_41662.zip,2011-01-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/52348_42039.html,2011-01-10,ShiftJIS,JIS X 0208,0
045051,冬の木木,ふゆのきぎ,ふゆのきき,,,,,NDC K911,新字旧仮名,なし,2011-03-19,2014-09-16,https://www.aozora.gr.jp/cards/000136/card45051.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,春の海のうた,教文館,1941（昭和16）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45051_txt_41977.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45051_42133.html,2011-01-22,ShiftJIS,JIS X 0208,0
045033,港の唄,みなとのうた,みなとのうた,,,,「金の船」金の星社、1924（大正13）年4月,NDC K911,新字旧仮名,なし,2011-02-27,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45033.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45033_txt_41663.zip,2011-01-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45033_42040.html,2011-01-10,ShiftJIS,JIS X 0208,0
045039,昔語り,むかしがたり,むかしかたり,,,,「おとぎの世界」文光堂、1921（大正10）年2月,NDC K911,新字旧仮名,なし,2011-03-08,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45039.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45039_txt_41734.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45039_42126.html,2011-01-22,ShiftJIS,JIS X 0208,0
045037,百舌鳥,もず,もす,,,,,NDC K911,新字旧仮名,なし,2011-03-03,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45037.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45037_ruby_41664.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45037_42118.html,2011-01-22,ShiftJIS,JIS X 0208,0
045038,雪,ゆき,ゆき,,,,「おとぎの世界」文光堂、1921（大正10）年2月,NDC K911,新字旧仮名,なし,2011-03-08,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45038.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45038_txt_41735.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45038_42127.html,2011-01-22,ShiftJIS,JIS X 0208,0
045047,雪虫の唄,ゆきむしのうた,ゆきむしのうた,,,,,NDC K911,新字旧仮名,なし,2011-03-19,2014-09-16,https://www.aozora.gr.jp/cards/000136/card45047.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,春の海のうた,教文館,1941（昭和16）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45047_ruby_41978.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45047_42134.html,2011-01-22,ShiftJIS,JIS X 0208,0
045032,葭切鳥,よしきり,よしきり,,,,「日本詩人」新潮社、1922（大正11）年8月,NDC K911,新字旧仮名,なし,2011-03-03,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45032.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45032_ruby_41665.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45032_42119.html,2011-01-22,ShiftJIS,JIS X 0208,0
059098,危し‼　潜水艦の秘密,あやうし　せんすいかんのひみつ,あやうしせんすいかんのひみつ,,,,「少年少女譚海」1930（昭和5）年7月,NDC K913,新字新仮名,なし,2022-07-20,2022-06-26,https://www.aozora.gr.jp/cards/001869/card59098.html,001869,山本,周五郎,やまもと,しゅうごろう,やまもと,しゆうころう,Yamamoto,Shugoro,著者,1903-06-22,1967-02-14,なし,山本周五郎探偵小説全集　第一巻　少年探偵・春田龍介,作品社,2007（平成19）年10月15日,2007（平成19）年10月15日第1刷,2007（平成19）年10月15日第1刷,少年少女譚海,　,1930（昭和5）年7月,,,,,,,,,特定非営利活動法人はるかぜ,良本典代,https://www.aozora.gr.jp/cards/001869/files/59098_ruby_75872.zip,2022-06-26,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001869/files/59098_75907.html,2022-06-26,ShiftJIS,JIS X 0208,0
000937,青水仙、赤水仙,あおずいせん、あかずいせん,あおすいせんあかすいせん,,,,「九州日報」1922（大正11）年12月,NDC K913,新字新仮名,なし,2000-01-19,2014-09-17,https://www.aozora.gr.jp/cards/000096/card937.html,000096,夢野,久作,ゆめの,きゅうさく,ゆめの,きゆうさく,Yumeno,Kyusaku,著者,1889-01-04,1936-03-11,なし,夢野久作全集1,ちくま文庫、筑摩書房,1992（平成4）年5月22日,,,,,,,,,,,,,,柴田卓治,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000096/files/937_ruby_3074.zip,2003-10-24,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000096/files/937_13514.html,2003-10-24,ShiftJIS,JIS X 0208,0
046716,虻のおれい,あぶのおれい,あふのおれい,,,,「九州日報」1925（大正14）年9月13～15日,NDC K913,新字新仮名,なし,2007-08-02,2014-09-21,https://www.aozora.gr.jp/cards/000096/card46716.html,000096,夢野,久作,ゆめの,きゅうさく,ゆめの,きゆうさく,Yumeno,Kyusaku,著者,1889-01-04,1936-03-11,なし,夢野久作全集7,三一書房,1971（昭和46）年1月31日,1992（平成4）年2月29日第12刷,1985（昭和60）年5月15日第1版第8刷,,,,,,,,,,,,川山隆,土屋隆,https://www.aozora.gr.jp/cards/000096/files/46716_ruby_27628.zip,2007-07-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000096/files/46716_27674.html,2007-07-23,ShiftJIS,JIS X 0208,0
000914,雨ふり坊主,あめふりぼうず,あめふりほうす,,,,「九州日報」1925（大正14）年9月,NDC K913,新字新仮名,なし,2000-04-04,2014-09-17,https://www.aozora.gr.jp/cards/000096/card914.html,000096,夢野,久作,ゆめの,きゅうさく,ゆめの,きゆうさく,Yumeno,Kyusaku,著者,1889-01-04,1936-03-11,なし,夢野久作全集1,ちくま文庫、筑摩書房,1992（平成4）年5月22日,,,,,,,,,,,,,,柴田卓治,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000096/files/914_ruby_3587.zip,2003-10-24,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000096/files/914_13520.html,2003-10-24,ShiftJIS,JIS X 0208,0
046717,医者と病人,いしゃとびょうにん,いしやとひようにん,,,,「九州日報」1923（大正12）年11月18日,NDC K913,新字新仮名,なし,2007-08-02,2014-09-21,https://www.aozora.gr.jp/cards/000096/card46717.html,000096,夢野,久作,ゆめの,きゅうさく,ゆめの,きゆうさく,Yumeno,Kyusaku,著者,1889-01-04,1936-03-11,なし,夢野久作全集7,三一書房,1970（昭和45）年1月31日,1992（平成4）年2月29日第12刷,1985（昭和60）年5月15日第1版第8刷,,,,,,,,,,,,川山隆,土屋隆,https://www.aozora.gr.jp/cards/000096/files/46717_txt_27629.zip,2007-07-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000096/files/46717_27675.html,2007-07-23,ShiftJIS,JIS X 0208,0
046712,犬と人形,いぬとにんぎょう,いぬとにんきよう,,,,「九州日報」1923（大正12）年10月30日～11月1日,NDC K913,新字新仮名,なし,2007-08-02,2014-09-21,https://www.aozora.gr.jp/cards/000096/card46712.html,000096,夢野,久作,ゆめの,きゅうさく,ゆめの,きゆうさく,Yumeno,Kyusaku,著者,1889-01-04,1936-03-11,なし,夢野久作全集7,三一書房,1970（昭和45）年1月31日,1992（平成4）年2月29日第12刷,1985（昭和60）年5月15日第1版第8刷,,,,,,,,,,,,川山隆,土屋隆,https://www.aozora.gr.jp/cards/000096/files/46712_ruby_27630.zip,2007-07-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000096/files/46712_27676.html,2007-07-23,ShiftJIS,JIS X 0208,0
