作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
058050,「ニールスのふしぎな旅　上」まえがき,「ニールスのふしぎなたび　じょう」まえがき,にいるすのふしきなたひ　しょうまえかき,,,,,NDC K949,新字新仮名,なし,2019-11-20,2019-11-02,https://www.aozora.gr.jp/cards/001891/card58050.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,著者,1921-03-26,1967-02-23,なし,ニールスのふしぎな旅　上,岩波少年文庫、岩波書店,1953（昭和28）年5月15日,1980（昭和55）年5月25日第9刷,1983（昭和58）年6月10日第12刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001891/files/58050_ruby_69526.zip,2019-10-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001891/files/58050_69577.html,2019-10-28,ShiftJIS,JIS X 0208,0
060068,人形つかい,にんぎょうつかい,にんきようつかい,,,,,NDC K949,新字新仮名,なし,2020-08-04,2020-07-27,https://www.aozora.gr.jp/cards/000019/card60068.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60068_ruby_71392.zip,2020-07-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60068_71441.html,2020-07-27,ShiftJIS,JIS X 0208,0
058848,人魚の姫,にんぎょのひめ,にんきよのひめ,,,,,NDC K949,新字新仮名,なし,2019-04-02,2019-03-31,https://www.aozora.gr.jp/cards/000019/card58848.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/58848_ruby_67657.zip,2019-03-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58848_67709.html,2019-03-29,ShiftJIS,JIS X 0208,0
059499,ネコとネズミのいっしょのくらし,ネコとネズミのいっしょのくらし,ねことねすみのいつしよのくらし,,,,,NDC K943,新字新仮名,なし,2019-09-20,2019-08-30,https://www.aozora.gr.jp/cards/001091/card59499.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59499_ruby_69047.zip,2019-08-30,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59499_69138.html,2019-08-30,ShiftJIS,JIS X 0208,0
059325,眠りの精,ねむりのせい,ねむりのせい,,,,,NDC K949,新字新仮名,なし,2019-08-04,2019-07-30,https://www.aozora.gr.jp/cards/000019/card59325.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59325_ruby_68695.zip,2019-07-30,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59325_68744.html,2019-07-30,ShiftJIS,JIS X 0208,0
059996,のろまのハンス,のろまのハンス,のろまのはんす,――むかしばなしの再話――,――むかしばなしのさいわ――,,,NDC K949,新字新仮名,なし,2021-02-23,2021-06-28,https://www.aozora.gr.jp/cards/000019/card59996.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59996_ruby_72627.zip,2021-01-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59996_72671.html,2021-01-27,ShiftJIS,JIS X 0208,0
059745,灰かぶり,はいかぶり,はいかふり,,,,,NDC K943,新字新仮名,なし,2021-09-20,2021-08-28,https://www.aozora.gr.jp/cards/001091/card59745.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59745_ruby_74079.zip,2021-08-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59745_74064.html,2021-08-28,ShiftJIS,JIS X 0208,0
060190,はだかの王さま,はだかのおうさま,はたかのおうさま,（皇帝のあたらしい着物）,（こうていのあたらしいきもの）,,,NDC K949,新字新仮名,なし,2021-04-02,2021-03-27,https://www.aozora.gr.jp/cards/000019/card60190.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1992（平成4）年4月5日34刷,2009（平成21）年11月30日42刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60190_ruby_72962.zip,2021-03-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60190_73009.html,2021-03-27,ShiftJIS,JIS X 0208,0
059846,ハツカネズミと小鳥と腸づめの話,ハツカネズミとことりとちょうづめのはなし,はつかねすみとことりとちようつめのはなし,,,,,NDC K943,新字新仮名,なし,2021-03-22,2021-02-26,https://www.aozora.gr.jp/cards/001091/card59846.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59846_ruby_72784.zip,2021-02-26,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59846_72836.html,2021-02-26,ShiftJIS,JIS X 0208,0
059324,ブタ飼い,ブタかい,ふたかい,,,,,NDC K949,新字新仮名,なし,2020-03-26,2020-02-21,https://www.aozora.gr.jp/cards/000019/card59324.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59324_ruby_70422.zip,2020-02-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59324_70480.html,2020-02-21,ShiftJIS,JIS X 0208,0
059847,ブレーメンの音楽師,ブレーメンのおんがくし,ふれえめんのおんかくし,,,,,NDC K943,新字新仮名,なし,2021-02-24,2021-01-27,https://www.aozora.gr.jp/cards/001091/card59847.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59847_ruby_72628.zip,2021-01-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59847_72672.html,2021-01-27,ShiftJIS,JIS X 0208,0
059748,ヘンゼルとグレーテル,ヘンゼルとグレーテル,へんせるとくれえてる,,,,,NDC K943,新字新仮名,なし,2021-09-20,2021-08-28,https://www.aozora.gr.jp/cards/001091/card59748.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59748_ruby_74027.zip,2021-08-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59748_74065.html,2021-08-28,ShiftJIS,JIS X 0208,0
060153,ペンとインキつぼ,ペンとインキつぼ,へんといんきつほ,,,,,NDC K949,新字新仮名,なし,2021-05-22,2021-04-27,https://www.aozora.gr.jp/cards/000019/card60153.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60153_ruby_73176.zip,2021-04-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60153_73216.html,2021-04-27,ShiftJIS,JIS X 0208,0
059848,ホレおばあさん,ホレおばあさん,ほれおはあさん,,,,,NDC K943,新字新仮名,なし,2020-02-24,2020-01-24,https://www.aozora.gr.jp/cards/001091/card59848.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59848_ruby_70157.zip,2020-01-24,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59848_70206.html,2020-01-24,ShiftJIS,JIS X 0208,0
060150,ほんとにそのとおり！,ほんとにそのとおり！,ほんとにそのとおり,,,,,NDC K949,新字新仮名,なし,2021-06-03,2021-05-27,https://www.aozora.gr.jp/cards/000019/card60150.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60150_ruby_73410.zip,2021-05-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60150_73449.html,2021-05-27,ShiftJIS,JIS X 0208,0
060191,マッチ売りの少女,マッチうりのしょうじょ,まつちうりのしようしよ,,,,,NDC K949,新字新仮名,なし,2021-04-02,2021-03-27,https://www.aozora.gr.jp/cards/000019/card60191.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1992（平成4）年4月5日34刷,2009（平成21）年11月30日42刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60191_ruby_72963.zip,2021-03-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60191_73010.html,2021-03-27,ShiftJIS,JIS X 0208,0
059522,マリアの子ども,マリアのこども,まりあのことも,,,,,NDC K943,新字新仮名,なし,2019-09-20,2019-08-30,https://www.aozora.gr.jp/cards/001091/card59522.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59522_ruby_69046.zip,2019-08-30,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59522_69137.html,2019-08-30,ShiftJIS,JIS X 0208,0
059843,三つのことば,みっつのことば,みつつのことは,,,,,NDC K943,新字新仮名,なし,2022-06-06,2023-09-05,https://www.aozora.gr.jp/cards/001091/card59843.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59843_ruby_75619.zip,2023-09-05,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59843_75649.html,2023-09-05,ShiftJIS,JIS X 0208,1
058875,みにくいアヒルの子,みにくいアヒルのこ,みにくいあひるのこ,,,,,NDC K949,新字新仮名,なし,2019-12-24,2019-11-24,https://www.aozora.gr.jp/cards/000019/card58875.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/58875_ruby_69707.zip,2019-11-24,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58875_69752.html,2019-11-24,ShiftJIS,JIS X 0208,0
058882,モミの木,モミのき,もみのき,,,,,NDC K949,新字新仮名,なし,2019-12-24,2019-11-24,https://www.aozora.gr.jp/cards/000019/card58882.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/58882_ruby_69708.zip,2019-11-24,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58882_69753.html,2019-11-24,ShiftJIS,JIS X 0208,0
059639,森のなかの三人の小人,もりのなかのさんにんのこびと,もりのなかのさんにんのこひと,,,,,NDC K943,新字新仮名,なし,2020-12-16,2023-09-06,https://www.aozora.gr.jp/cards/001091/card59639.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59639_ruby_72264.zip,2023-09-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59639_72312.html,2023-09-06,ShiftJIS,JIS X 0208,1
059997,雪だるま,ゆきだるま,ゆきたるま,,,,,NDC K949,新字新仮名,なし,2021-01-27,2020-12-27,https://www.aozora.gr.jp/cards/000019/card59997.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59997_ruby_72455.zip,2020-12-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59997_72495.html,2020-12-27,ShiftJIS,JIS X 0208,0
059261,雪の女王,ゆきのじょおう,ゆきのしよおう,――七つのお話からできている物語――,――ななつのおはなしからできているものがたり――,,,NDC K949,新字新仮名,なし,2020-12-25,2020-11-27,https://www.aozora.gr.jp/cards/000019/card59261.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59261_ruby_72279.zip,2020-11-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59261_72327.html,2020-11-27,ShiftJIS,JIS X 0208,0
059640,ラプンツェル,ラプンツェル,らふんつえる,,,,,NDC K943,新字新仮名,なし,2020-12-16,2023-09-06,https://www.aozora.gr.jp/cards/001091/card59640.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59640_ruby_72265.zip,2020-11-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59640_72313.html,2020-11-27,ShiftJIS,JIS X 0208,0
059844,りこうもののエルゼ,りこうもののエルゼ,りこうもののえるせ,,,,,NDC K943,新字新仮名,なし,2022-01-04,2023-09-05,https://www.aozora.gr.jp/cards/001091/card59844.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59844_ruby_74756.zip,2023-09-05,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59844_74790.html,2023-09-05,ShiftJIS,JIS X 0208,1
059746,漁師とそのおかみさんの話,りょうしとそのおかみさんのはなし,りようしとそのおかみさんのはなし,,,,,NDC K943,新字新仮名,なし,2020-11-20,2023-09-06,https://www.aozora.gr.jp/cards/001091/card59746.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59746_ruby_72086.zip,2023-09-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59746_72127.html,2023-09-06,ShiftJIS,JIS X 0208,1
059747,わらと炭と豆,わらとすみとまめ,わらとすみとまめ,,,,,NDC K943,新字新仮名,なし,2020-08-31,2020-07-27,https://www.aozora.gr.jp/cards/001091/card59747.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59747_ruby_71433.zip,2020-07-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59747_71482.html,2020-07-27,ShiftJIS,JIS X 0208,0
060151,わるい王さま（伝説）,わるいおうさま（でんせつ）,わるいおうさまてんせつ,,,,,NDC K949,新字新仮名,なし,2021-06-26,2021-05-27,https://www.aozora.gr.jp/cards/000019/card60151.html,001891,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,翻訳者,1921-03-26,1967-02-23,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60151_ruby_73443.zip,2021-05-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60151_73482.html,2021-05-27,ShiftJIS,JIS X 0208,0
053810,日本の伝説,にほんのでんせつ,にほんのてんせつ,,,,「日本神話伝説集」日本児童文庫、アルス、1929（昭和4）年5月,NDC K388,新字新仮名,なし,2013-05-15,2014-09-16,https://www.aozora.gr.jp/cards/001566/card53810.html,001566,柳田,国男,やなぎた,くにお,やなきた,くにお,Yanagita,Kunio,著者,1875-07-31,1962-08-08,なし,日本の伝説,新潮文庫、新潮社,1977（昭和52）年1月15日,2007（平成19）年9月10日第43刷,　,,,,,,,,,,,,Nana ohbe,川山隆,https://www.aozora.gr.jp/cards/001566/files/53810_ruby_50179.zip,2013-04-12,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001566/files/53810_50599.html,2013-04-12,ShiftJIS,JIS X 0208,0
058030,小指一本の大試合,こゆびいっぽんのおおじあい,こゆひいつほんのおおしあい,,,,「少年倶楽部」講談社、1931（昭和6）年1月号,NDC K913,新字新仮名,なし,2017-01-01,2017-01-01,https://www.aozora.gr.jp/cards/001889/card58030.html,001889,山中,峯太郎,やまなか,みねたろう,やまなか,みねたろう,Yamanaka,Minetaro,著者,1885-12-15,1966-04-28,なし,少年倶楽部名作選3　少年詩・童謡ほか,講談社,1966（昭和41）年12月17日,1966（昭和41）年12月17日,1966（昭和41）年12月17日,少年倶楽部,講談社,1931（昭和6）年1月,,,,,,,,,sogo,雪森,https://www.aozora.gr.jp/cards/001889/files/58030_ruby_60635.zip,2017-01-01,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001889/files/58030_60636.html,2017-01-01,ShiftJIS,JIS X 0208,1
045030,雨の歌,あめのうた,あめのうた,,,,「おとぎの世界」文光堂、1920（大正9）年6月,NDC K911,新字旧仮名,なし,2011-02-27,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45030.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,,,,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45030_ruby_41657.zip,2011-01-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45030_42034.html,2011-01-10,ShiftJIS,JIS X 0208,0
045034,筏乗り,いかだのり,いかたのり,,,,,NDC K911,新字旧仮名,なし,2011-02-27,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45034.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45034_ruby_41658.zip,2011-01-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45034_42035.html,2011-01-10,ShiftJIS,JIS X 0208,0
045036,稲かけ,いねかけ,いねかけ,,,,,NDC K911,新字旧仮名,なし,2011-02-27,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45036.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45036_ruby_41659.zip,2011-01-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45036_42036.html,2011-01-10,ShiftJIS,JIS X 0208,0
045031,海辺にて,うみべにて,うみへにて,,,,「おとぎの世界」文光堂、1920（大正9）年8月,NDC K911,新字旧仮名,なし,2011-02-27,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45031.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,,,,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45031_txt_41660.zip,2011-01-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45031_42037.html,2011-01-10,ShiftJIS,JIS X 0208,0
045044,おや雀,おやすずめ,おやすすめ,,,,「おとぎの世界」文光堂、1919（大正8）年12月,NDC K911,新字旧仮名,なし,2011-03-03,2014-09-21,https://www.aozora.gr.jp/cards/000136/card45044.html,000136,山村,暮鳥,やまむら,ぼちょう,やまむら,ほちよう,Yamamura,Bocho,著者,1884-01-10,1924-12-08,なし,日本児童文学大系　第一四巻,ほるぷ出版,1977（昭和52）年11月20日,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷,よしきり,イデア書院,1925（大正14）年6月,,,,,,,,,菅野朋子,noriko saito,https://www.aozora.gr.jp/cards/000136/files/45044_ruby_41729.zip,2011-01-22,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000136/files/45044_42120.html,2011-01-22,ShiftJIS,JIS X 0208,0
